1	1	0	0	0	0	1	0
2	3	0	0	0	0	1	0
3	3	0	0	0	0	1	0
4	3	0	0	0.01	0	1	0
5	3	0	0	0	0	1	0
6	3	0	0	0	0	1	0
7	3	0	0	0	0	1	0
8	3	0	0	0	0	1	0
9	3	0	0	0	0	1	0
10	3	0	0	0	0	1	0
11	3	0	0	0	0	1	0
12	3	0	0	0	0	1	0
13	3	0	0	0	0	1	0
14	3	0	0	0	0	1	0
15	3	0	0	0	0	1	0
16	3	0	0	0	0	1	0
17	3	0	0	0	0	1	0
18	3	0	0	0	0	1	0
19	3	0	0	0	0	1	0
20	3	0	0	0	0	1	0
21	3	0	0	0	0	1	0
22	3	0	0	0	0	1	0
23	3	0	0	0	0	1	0
24	3	0	0	0	0	1	0
25	3	0	0	0	0	1	0
26	3	0	0	0	0	1	0
27	3	0	0	0	0	1	0
28	3	0	0	0	0	1	0
29	3	0	0	0	0	1	0
30	3	0	0	0	0	1	0
31	3	0	0	0	0	1	0
32	3	0	0	0	0	1	0
33	3	0	0	0	0	1	0
